0,0
500,100
1000,0
1500,100
2000,0
2500,100
3000,0
3500,100
4000,0
4500,100
5000,0
6500,0
9000,100
11250,100
12000,80
12750,100
13750,100
15000,75
15500,0
16000,75
16500,0
17000,75
17500,0
18000,75
18500,0
19000,75
19500,0
20000,75
20500,0
21000,75
21500,0
22000,75
22500,0
23000,75
23500,0
24000,75
24500,100
25333,0
26167,100
27000,0
27833,100
28667,0
29500,100
30333,0
31167,100
32000,0
33250,20
34250,0
35250,20
36250,0
37500,100
38000,75
38500,0
39000,75
39500,0
39900,75
40300,0
40600,75
40867,0
41117,75
41367,0
41617,75
41867,0
42117,75
42367,0
42617,75
42867,0
43117,75
43367,0
43617,75
43867,0
44117,75
44367,0
44617,75
44867,0
45117,75
45367,0
45617,75
45867,0
46117,75
46367,0
46617,75
46867,0
47117,75
47367,0
50000,0
50500,100
51000,0
51500,100
52000,0
52500,100
53000,0
53500,100
54000,0
54500,100
55000,0
56500,0
59000,100
61250,100
62000,80
62750,100
63750,100
65000,75
65500,0
66000,75
66500,0
67000,75
67500,0
68000,75
68500,0
69000,75
69500,0
70000,75
70500,0
71000,75
71500,0
72000,75
72500,0
73000,75
73500,0
74000,75
74500,100
75333,0
76167,100
77000,0
77833,100
78667,0
79500,100
80333,0
81167,100
82000,0
83250,20
84250,0
85250,20
86250,0
87500,100
88000,75
88500,0
89000,75
89500,0
89900,75
90300,0
90600,75
90867,0
91117,75
91367,0
91617,75
91867,0
92117,75
92367,0
92617,75
92867,0
93117,75
93367,0
93617,75
93867,0
94117,75
94367,0
94617,75
94867,0
95117,75
95367,0
95617,75
95867,0
96117,75
96367,0
96617,75
96867,0
97117,75
97367,0
100000,0
