0,0
333,100
667,0
1000,100
1333,0
1667,100
2000,0
2333,100
2667,0
3000,100
3333,0
3667,100
8250,100
8500,0
8750,100
9000,0
9250,100
9500,0
9750,100
10000,0
10250,100
11000,100
12000,0
12500,20
13000,0
13500,20
14000,0
14500,100
15000,0
15500,100
16000,0
16500,100
17000,0
17500,100
18000,0
18500,100
19000,0
19500,100
20000,0
20500,100
21000,0
21500,100
22000,0
22500,100
23000,0
23500,100
24000,0
24500,100
25000,0
25500,100
26000,0
26500,20
27250,0
27750,20
28250,0
28750,20
29500,0
30500,100
31250,100
31583,0
31917,100
32250,0
32583,100
32917,0
33250,100
33583,0
33917,100
34250,0
34583,100
34667,100
35333,25
35667,100
36000,25
36333,100
36667,25
37000,100
37333,25
37667,100
38000,25
38333,100
38667,25
39000,100
39333,25
39667,100
40000,25
40333,100
40667,25
41000,100
41333,25
41667,100
42000,25
42333,100
49250,100
50000,0
50500,25
51000,0
51500,25
51875,0
52125,25
52375,0
52625,25
52875,0
53125,25
53375,0
53625,25
53875,0
54283,100
54417,0
54700,100
54833,0
55117,100
55250,0
55533,100
55667,0
55950,100
56083,0
56367,100
56500,0
56783,100
56917,0
57200,100
57333,0
57617,100
57750,0
58033,100
58167,0
58450,100
58583,0
58867,100
59000,0
59283,100
59417,0
59700,100
59833,0
60117,100
60250,0
60533,100
60667,0
60950,100
61083,0
61367,100
61500,0
61783,100
61917,0
62200,100
62333,0
62617,100
62750,0
63033,100
63167,0
63450,100
63583,0
63867,100
64000,0
64283,100
64417,0
64700,100
64833,0
65117,100
65250,0
65533,100
65667,0
65950,100
66083,0
66367,100
66500,0
66783,100
66917,0
67200,100
67333,0
67617,100
67750,0
68033,100
68167,0
68450,100
68583,0
68867,100
69000,0
69283,100
69417,0
69700,100
69833,0
70117,100
70250,0
70533,100
70667,0
70950,100
71083,0
71367,100
71500,0
71783,100
71917,0
72200,100
72333,0
72617,100
72750,0
73033,100
73167,0
73450,100
73583,0
73867,100
74000,0
74283,100
74417,0
74700,100
74833,0
75117,100
75250,0
75533,100
75667,0
75950,100
76083,0
76367,100
76500,0
76783,100
76917,0
77200,100
77333,0
77617,100
77750,0
78033,100
78167,0
78450,100
78583,0
78867,100
79000,0
81417,0
81667,25
81917,0
82917,0
83167,25
83417,0
84417,0
84667,25
84917,0
85917,0
86167,25
86417,0
100000,0
