0,0
1000,100
1250,0
2000,100
2250,0
2750,100
3000,0
3500,100
3750,0
4250,100
4500,0
5000,100
5250,0
5750,100
6000,0
6500,50
7000,25
8000,50
8500,25
8917,50
9250,25
9583,50
9917,25
10250,50
10583,25
10917,50
11250,25
11583,50
12167,25
13083,50
14500,100
14750,0
15000,100
15250,0
15500,100
15750,0
16000,100
16250,0
16500,100
16750,0
17000,100
17250,0
17500,100
17750,0
18000,100
18250,0
18750,100
20083,100
20417,0
20750,100
20917,0
21250,100
21417,0
21750,100
21917,0
22250,100
22417,0
22750,25
23083,0
23417,0
24000,0
24117,100
24250,0
24367,100
24500,0
24617,100
24750,0
24867,100
25000,0
25117,100
25250,0
25667,0
26000,100
26167,0
26500,100
26667,0
27000,100
27167,0
27500,100
27667,0
28250,100
