0,0
500,71
1000,100
1500,71
2000,0
2500,71
3000,100
3500,71
4000,0
4500,71
5000,100
5500,71
6000,0
6500,71
7000,100
7500,71
8000,0
12000,100
12500,0
13000,100
13500,0
14000,100
14500,0
15000,100
15500,0
20000,0
20083,31
20167,56
20250,75
20333,89
20417,97
20500,100
20583,97
20667,89
20750,75
20833,56
20917,31
21000,0
21083,31
21167,56
21250,75
21333,89
21417,97
21500,100
21583,97
21667,89
21750,75
21833,56
21917,31
22000,0
22083,31
22167,56
22250,75
22333,89
22417,97
22500,100
22583,97
22667,89
22750,75
22833,56
22917,31
23000,0
23083,31
23167,56
23250,75
23333,89
23417,97
23500,100
23583,97
23667,89
23750,75
23833,56
23917,31
24000,31
