0,0
667,100
1000,0
1667,100
2000,0
2667,100
3000,0
3667,100
4000,0
4667,100
5000,0
5667,20
6333,0
7000,20
7667,0
8333,20
9000,0
9317,100
9417,0
9733,100
9833,0
10150,100
10250,0
10567,100
10667,0
10983,100
11083,0
11400,100
11500,0
11817,100
11917,0
12233,100
12333,0
12650,100
12750,0
13067,100
13167,0
13483,100
13583,0
13900,100
14000,0
14317,100
14417,0
14733,100
14833,0
15150,100
15250,0
15567,100
15667,0
15983,100
16083,0
16400,100
16500,0
16817,100
16917,0
17233,100
17333,0
17650,100
17750,0
18067,100
18167,0
18483,100
18583,0
18900,100
19000,0
19317,100
19417,0
19733,100
19833,0
20150,100
20250,0
20567,100
20667,0
20983,100
21083,0
21400,100
21500,0
21817,100
21917,0
22233,100
22333,0
22650,100
22750,0
23067,100
23167,0
23483,100
23583,0
23900,100
24000,0
